start_id,end_id,type
11861505,Zhejiang Lab,ASSIGNED_TO
11861510,"NASDAQ, INC.",ASSIGNED_TO
11861511,Trustees of Tufts College,ASSIGNED_TO
11861513,International Business Machines Corporation,ASSIGNED_TO
11861514,LUMINEX CORPORATION,ASSIGNED_TO
11861536,Coupa Software Incorporated,ASSIGNED_TO
11861560,HARTFORD FIRE INSURANCE COMPANY,ASSIGNED_TO
11861563,"CLOUDFLARE, INC.",ASSIGNED_TO
11861565,United Services Automobile Association (USAA),ASSIGNED_TO
11861566,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,ASSIGNED_TO
11861568,Brex Inc.,ASSIGNED_TO
11861594,"Wells Fargo Bank, N.A.",ASSIGNED_TO
11861630,"PAYPAL, INC.",ASSIGNED_TO
11861633,Intuit Inc.,ASSIGNED_TO
11861634,Google LLC,ASSIGNED_TO
11861643,"BEIJING DIDI INFINITY TECHNOLOGY AND DEVELOPMENT CO., LTD.",ASSIGNED_TO
11861644,Mulberry Technology Inc.,ASSIGNED_TO
11861650,Toshiba Tec Kabushiki Kaisha,ASSIGNED_TO
11861654,Optimizely North America Inc.,ASSIGNED_TO
11861657,Alberobello Capital Corporation,ASSIGNED_TO
11861664,ADOBE INC.,ASSIGNED_TO
11861665,"Concat Systems, Inc.",ASSIGNED_TO
11861672,L'OREAL,ASSIGNED_TO
11861677,Maplebear Inc.,ASSIGNED_TO
11861689,"Wells Fargo Bank, N.A.",ASSIGNED_TO
11861692,SAP SE,ASSIGNED_TO
11861697,United Services Automobile Association (USAA),ASSIGNED_TO
11861699,"Block, Inc.",ASSIGNED_TO
11861702,NATIONAL TSING HUA UNIVERSITY,ASSIGNED_TO
11861704,"GRAPHEN, INC.",ASSIGNED_TO
11861713,S&P Global Inc.,ASSIGNED_TO
11861732,Intuit Inc.,ASSIGNED_TO
11861733,Oracle International Corporation,ASSIGNED_TO
11861737,CLIMATE LLC,ASSIGNED_TO
11861738,NEC CORPORATION,ASSIGNED_TO
11861757,"Meta Platforms Technologies, LLC",ASSIGNED_TO
11861762,ADOBE INC.,ASSIGNED_TO
11861772,ADOBE INC.,ASSIGNED_TO
11861780,International Business Machines Corporation,ASSIGNED_TO
11861806,STATS LLC,ASSIGNED_TO
11861807,"SAMSUNG DISPLAY CO., LTD.",ASSIGNED_TO
11861808,"SAMSUNG DISPLAY CO., LTD.",ASSIGNED_TO
11861809,"SAMSUNG DISPLAY CO., LTD.",ASSIGNED_TO
11861811,NVIDIA CORPORATION,ASSIGNED_TO
11861816,NHN CLOUD CORPORATION,ASSIGNED_TO
11861817,FEI Company,ASSIGNED_TO
11861818,ASML NETHERLANDS B.V.,ASSIGNED_TO
11861825,Koninklijke Philips N.V.,ASSIGNED_TO
11861826,SHIMADZU CORPORATION,ASSIGNED_TO
11861827,Siemens Healthcare GmbH,ASSIGNED_TO
11861828,Siemens Healthcare GmbH,ASSIGNED_TO
11861829,TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,ASSIGNED_TO
11861831,"Heartflow, Inc.",ASSIGNED_TO
11861832,Qure.ai Technologies Private Limited,ASSIGNED_TO
11861835,Siemens Healthcare GmbH,ASSIGNED_TO
11861838,BrightHeart SAS,ASSIGNED_TO
11861839,Koninklijke Philips N.V.,ASSIGNED_TO
11861846,Brainlab AG,ASSIGNED_TO
11861850,STATS LLC,ASSIGNED_TO
11861851,THE REGENTS OF THE UNIVERSITY OF MICHIGAN; King's College London,ASSIGNED_TO
11861853,Elm Company,ASSIGNED_TO
11861854,Snap Inc.,ASSIGNED_TO
11861871,SIKA TECHNOLOGY AG,ASSIGNED_TO
11861873,Apple Inc.,ASSIGNED_TO
11861877,BID GROUP TECHNOLOGIES LTD,ASSIGNED_TO
11861881,PROSCIA INC.,ASSIGNED_TO
11861882,Shopify Inc.,ASSIGNED_TO
11861885,MYCROPS TECHNOLOGIES LTD.,ASSIGNED_TO
11861888,"Gracenote, Inc.",ASSIGNED_TO
11861890,NVIDIA CORPORATION,ASSIGNED_TO
11861892,"Skydio, Inc.",ASSIGNED_TO
11861894,"ROYCE GEOSPATIAL CONSULTANTS, INC.",ASSIGNED_TO
11861906,"Genius Sports SS, LLC",ASSIGNED_TO
11861909,Inha University Research and Business Foundation,ASSIGNED_TO
11861915,Waymo LLC,ASSIGNED_TO
11861918,Dell Products L.P.,ASSIGNED_TO
11861924,Intuit Inc.,ASSIGNED_TO
11861938,SUPREMA INC.,ASSIGNED_TO
11861940,"University of Maryland, College Park",ASSIGNED_TO
11861947,"TruU, Inc.",ASSIGNED_TO
11861975,"LNW Gaming, Inc.",ASSIGNED_TO
11862000,Verizon Patent and Licensing Inc.,ASSIGNED_TO
11862016,JIANGSU UNIVERSITY,ASSIGNED_TO
11862027,"METROWEATHER CO., LTD.",ASSIGNED_TO
11862042,RED SIX AEROSPACE INC.,ASSIGNED_TO
11862056,"LG Display Co., Ltd.",ASSIGNED_TO
11862118,"SHARP NEC DISPLAY SOLUTIONS, LTD.",ASSIGNED_TO
11862124,"LX SEMICON CO., LTD",ASSIGNED_TO
11862142,Google LLC,ASSIGNED_TO
11862144,"Microsoft Technology Licensing, LLC",ASSIGNED_TO
11862146,"ASAPP, INC.",ASSIGNED_TO
11862149,"Amazon Technologies, Inc.",ASSIGNED_TO
11862177,"Pindrop Security, Inc.",ASSIGNED_TO
11862178,"SAMSUNG DISPLAY CO., LTD.",ASSIGNED_TO
11862183,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,ASSIGNED_TO
11862187,Spotify AB,ASSIGNED_TO
11862191,Spotify AB,ASSIGNED_TO
11862194,International Business Machines Corporation,ASSIGNED_TO
11862202,"Western Digital Technologies, Inc.",ASSIGNED_TO
11862203,"Western Digital Technologies, Inc.",ASSIGNED_TO
11862207,"Western Digital Technologies, Inc.",ASSIGNED_TO
11862211,"Western Digital Technologies, Inc.",ASSIGNED_TO
11862267,"Netlist, Inc.",ASSIGNED_TO
11862296,National Kaohsiung University of Science and Technology,ASSIGNED_TO
11862298,Verily Life Sciences LLC,ASSIGNED_TO
11862300,Dow Global Technologies LLC,ASSIGNED_TO
11862302,"Teladoc Health, Inc.",ASSIGNED_TO
11862305,"Ciitizen, LLC",ASSIGNED_TO
11862315,"Express Scripts Strategic Development, Inc.",ASSIGNED_TO
11862319,"MatrixCare, Inc.",ASSIGNED_TO
11862325,"SHANGHAI UNITED IMAGING HEALTHCARE CO., LTD.",ASSIGNED_TO
11862326,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,ASSIGNED_TO
11862336,HVH PRECISION ANALYTICS LLC,ASSIGNED_TO
11862339,"Cognoa, Inc.",ASSIGNED_TO
11862345,"Roche Molecular Systems, Inc.",ASSIGNED_TO
11862346,"OM1, Inc.",ASSIGNED_TO
11862350,Westinghouse Electric Company LLC,ASSIGNED_TO
11862445,SHIMADZU CORPORATION,ASSIGNED_TO
11862647,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,ASSIGNED_TO
11862773,"Huawei Technologies Co., Ltd.",ASSIGNED_TO
11862826,VOLKSWAGEN AKTIENGESELLSCHAFT; AUDI AG,ASSIGNED_TO
11862972,DERNetSoft Inc.,ASSIGNED_TO
11862995,"SAMSUNG DISPLAY CO., LTD.; RESEARCH & BUSINESS FOUNDATION SUNGKYUNKWAN UNIVERSITY",ASSIGNED_TO
11863221,"HRL Laboratories, LLC",ASSIGNED_TO
11863231,WISTRON CORP.,ASSIGNED_TO
11863308,"CITIGROUP TECHNOLOGY, INC.",ASSIGNED_TO
11863318,FRONTIIR PTE LTD.,ASSIGNED_TO
11863338,"Salesforce, Inc.",ASSIGNED_TO
11863347,AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITED,ASSIGNED_TO
11863369,SONY GROUP CORPORATION,ASSIGNED_TO
11863385,International Business Machines Corporation,ASSIGNED_TO
11863398,Google LLC,ASSIGNED_TO
11863399,NEC CORPORATION,ASSIGNED_TO
11863400,"Huawei Technologies Co., Ltd.",ASSIGNED_TO
11863403,"ASSIA SPE, LLC",ASSIGNED_TO
11863410,"Aviatrix Systems, Inc.",ASSIGNED_TO
11863411,Architecture Technology Corporation,ASSIGNED_TO
11863444,Syntropy Network Limited,ASSIGNED_TO
11863455,Oracle International Corporation,ASSIGNED_TO
11863461,"LYNXI TECHNOLOGIES CO., LTD.",ASSIGNED_TO
11863495,QUALCOMM Incorporated,ASSIGNED_TO
11863502,"Capital One Services, LLC",ASSIGNED_TO
11863537,,ASSIGNED_TO
11863551,"Capital One Services, LLC",ASSIGNED_TO
11863566,"Proofpoint, Inc.",ASSIGNED_TO
11863572,"Amazon Technologies, Inc.",ASSIGNED_TO
11863580,"vArmour Networks, Inc.",ASSIGNED_TO
11863597,"MOTOROLA SOLUTIONS, INC.",ASSIGNED_TO
11863617,Accenture Global Solutions Limited,ASSIGNED_TO
11863625,"NETAPP, INC.",ASSIGNED_TO
11863641,"ZenPayroll, Inc.",ASSIGNED_TO
11863675,"Microsoft Technology Licensing, LLC",ASSIGNED_TO
11863682,AXS Group LLC,ASSIGNED_TO
11863729,QUALCOMM Incorporated,ASSIGNED_TO
11863742,ALIBABA GROUP HOLDING LIMITED,ASSIGNED_TO
11863756,"SAMSUNG DISPLAY CO., LTD.",ASSIGNED_TO
11863783,"SAMSUNG DISPLAY CO., LTD.",ASSIGNED_TO
11863789,TENCENT AMERICA LLC,ASSIGNED_TO
11863792,TENCENT AMERICA LLC,ASSIGNED_TO
11863806,"Rovi Guides, Inc.",ASSIGNED_TO
11863809,"Groupon, Inc.",ASSIGNED_TO
11863980,"SYQURX, INC",ASSIGNED_TO
11864002,Verizon Patent and Licensing Inc.,ASSIGNED_TO
11864393,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",ASSIGNED_TO
11864494,LandingAI Inc.,ASSIGNED_TO
11864499,"ALACS, LLC",ASSIGNED_TO
11864728,Cilag GmbH International,ASSIGNED_TO
11864730,Endoluxe Inc.,ASSIGNED_TO
11864896,"Aptima, Inc.",ASSIGNED_TO
11864925,UnitedHealth Group Incorporated,ASSIGNED_TO
11864932,Koninklijke Philips N.V.,ASSIGNED_TO
11864939,Canon Medical Systems Corporation,ASSIGNED_TO
11864944,Geisinger Clinic,ASSIGNED_TO
11864954,Cilag GmbH International,ASSIGNED_TO
11864971,"ALIGN TECHNOLOGY, INC.",ASSIGNED_TO
11865241,GASTROKLENZ INC.,ASSIGNED_TO
11865258,"BMC MEDICAL CO., LTD.",ASSIGNED_TO
11865362,Board of Regents of the University of Texas System,ASSIGNED_TO
11865367,"SHENZHEN OUR NEW MEDICAL TECHNOLOGIES DEVELOPMENT CO., LTD.; OUR UNITED CORPORATION",ASSIGNED_TO
11865368,Brainlab AG,ASSIGNED_TO
11865369,SIEMENS HEALTHINEERS INTERNATIONAL AG,ASSIGNED_TO
11865407,Bertec Corporation,ASSIGNED_TO
11865446,SONY INTERACTIVE ENTERTAINMENT INC.,ASSIGNED_TO
11865649,ILLINOIS TOOL WORKS INC.,ASSIGNED_TO
11865717,LG ELECTRONICS INC.,ASSIGNED_TO
11865721,"MITSUBISHI HEAVY INDUSTRIES, LTD.",ASSIGNED_TO
11866055,Samsara Inc.,ASSIGNED_TO
11866059,"HITACHI ASTEMO, LTD.",ASSIGNED_TO
11866064,"Beijing Baidu Netcom Science Technology Co., Ltd.",ASSIGNED_TO
11866198,California Institute of Technology,ASSIGNED_TO
11867008,Saudi Arabian Oil Company,ASSIGNED_TO
11867027,Saudi Arabian Oil Company,ASSIGNED_TO
11867055,Saudi Arabian Oil Company,ASSIGNED_TO
11867154,Vestas Wind Systems A/S,ASSIGNED_TO
11867493,VOYAGER INNOVATIONS PTY LTD,ASSIGNED_TO
11867514,"Telenav, Inc.",ASSIGNED_TO
11867516,Trimble Inc.,ASSIGNED_TO
11867524,"Volta Charging, LLC",ASSIGNED_TO
11867534,SONY GROUP CORPORATION,ASSIGNED_TO
11867581,"ANSYS, INC.",ASSIGNED_TO
11867604,Saudi Arabian Oil Company,ASSIGNED_TO
11867608,X Development LLC,ASSIGNED_TO
11867683,Hitachi Energy Ltd,ASSIGNED_TO
11867690,ASEDASCIENCES AG,ASSIGNED_TO
11867784,Koninklijke Philips N.V.,ASSIGNED_TO
11867791,LG ELECTRONICS INC.,ASSIGNED_TO
11867801,"Beijing Baidu Netcom Science Technology Co., Ltd.",ASSIGNED_TO
11868039,SecureAuth Corporation,ASSIGNED_TO
11868098,"Phaidra, Inc.",ASSIGNED_TO
11868100,"Valmont Industries, Inc.",ASSIGNED_TO
11868101,"UPTAKE TECHNOLOGIES, INC.",ASSIGNED_TO
11868121,International Business Machines Corporation,ASSIGNED_TO
11868126,"STRONG FORCE TP PORTFOLIO 2022, LLC",ASSIGNED_TO
11868127,"STRONG FORCE TP PORTFOLIO 2022, LLC",ASSIGNED_TO
11868128,"STRONG FORCE TP PORTFOLIO 2022, LLC",ASSIGNED_TO
11868137,"HONDA MOTOR CO., LTD.",ASSIGNED_TO
11868166,International Business Machines Corporation,ASSIGNED_TO
11868167,"Kyndryl, Inc.",ASSIGNED_TO
11868168,"TUNEGO, INC.",ASSIGNED_TO
11868189,QUANTA COMPUTER INC.,ASSIGNED_TO
11868194,"MAXLINEAR, INC.",ASSIGNED_TO
11868198,"PAYPAL, INC.",ASSIGNED_TO
11868203,United Services Automobile Association (USAA),ASSIGNED_TO
11868205,"Keep Security, LLC",ASSIGNED_TO
11868207,AMDOCS DEVELOPMENT LIMITED,ASSIGNED_TO
11868208,AMDOCS DEVELOPMENT LIMITED,ASSIGNED_TO
11868214,Veritas Technologies LLC,ASSIGNED_TO
11868216,"Amazon Technologies, Inc.",ASSIGNED_TO
11868227,"CAST AI Group, Inc.",ASSIGNED_TO
11868228,YAHOO AD TECH LLC,ASSIGNED_TO
11868230,International Business Machines Corporation,ASSIGNED_TO
11868231,Certinia Inc.,ASSIGNED_TO
11868236,Intuit Inc.,ASSIGNED_TO
11868237,"Capital One Services, LLC",ASSIGNED_TO
11868242,Liberty Mutual Insurance Company,ASSIGNED_TO
11868255,"Workday, Inc.",ASSIGNED_TO
11868261,Oracle International Corporation,ASSIGNED_TO
11868268,"Micron Technology, Inc.",ASSIGNED_TO
11868274,Lodestar Licensing Group LLC,ASSIGNED_TO
11868275,International Business Machines Corporation,ASSIGNED_TO
11868277,RENESAS ELECTRONICS CORPORATION,ASSIGNED_TO
11868295,"Nanning FuLian FuGui Precision Industrial Co., Ltd.",ASSIGNED_TO
11868299,"SHANGHAI CAMBRICON INFORMATION TECHNOLOGY CO., LTD",ASSIGNED_TO
11868301,"Amazon Technologies, Inc.",ASSIGNED_TO
11868307,"MOFFETT INTERNATIONAL CO., LIMITED",ASSIGNED_TO
11868316,AMADEUS S.A.S.,ASSIGNED_TO
11868319,International Business Machines Corporation,ASSIGNED_TO
11868325,TOPCON CORPORATION,ASSIGNED_TO
11868326,Snowflake Inc.,ASSIGNED_TO
11868334,"NETAPP, INC.",ASSIGNED_TO
11868336,Alpha Micro Tech Inc.,ASSIGNED_TO
11868337,"Walmart Apollo, LLC",ASSIGNED_TO
11868338,International Business Machines Corporation,ASSIGNED_TO
11868345,"CASIO COMPUTER CO., LTD.",ASSIGNED_TO
11868357,Google LLC,ASSIGNED_TO
11868358,"Microsoft Technology Licensing, LLC",ASSIGNED_TO
11868363,Kinaxis Inc.,ASSIGNED_TO
11868369,Snowflake Inc.,ASSIGNED_TO
11868371,BNSF Railway Company,ASSIGNED_TO
11868373,SAP SE,ASSIGNED_TO
11868378,International Business Machines Corporation,ASSIGNED_TO
11868380,"Amazon Technologies, Inc.",ASSIGNED_TO
11868391,RCRDCLUB CORPORATION,ASSIGNED_TO
11868400,WORKIVA INC.,ASSIGNED_TO
11868403,"JPMORGAN CHASE BANK, N.A.",ASSIGNED_TO
11868414,Snap Inc.,ASSIGNED_TO
11868416,"Workday, Inc.",ASSIGNED_TO
11868426,Imagination Technologies Limited,ASSIGNED_TO
11868428,"SAMSUNG DISPLAY CO., LTD.; Seoul National University R&DB Foundation",ASSIGNED_TO
11868433,Accenture Global Solutions Limited,ASSIGNED_TO
11868434,Sharper Shape Oy,ASSIGNED_TO
11868436,"Amazon Technologies, Inc.",ASSIGNED_TO
11868437,"Sighthound, Inc.",ASSIGNED_TO
11868442,Dell Products L.P.,ASSIGNED_TO
11868443,"Amazon Technologies, Inc.",ASSIGNED_TO
11868444,International Business Machines Corporation,ASSIGNED_TO
11868446,"SAMSUNG DISPLAY CO., LTD.",ASSIGNED_TO
11868462,Vim Inc.,ASSIGNED_TO
11868470,Raytheon Company,ASSIGNED_TO
11868478,Saudi Arabian Oil Company,ASSIGNED_TO
11868495,"RackTop Systems, Inc.",ASSIGNED_TO
11868500,International Business Machines Corporation,ASSIGNED_TO
11868503,International Business Machines Corporation,ASSIGNED_TO
11868507,"OneTrust, LLC",ASSIGNED_TO
11868508,"Uber Technologies, Inc.",ASSIGNED_TO
11868516,"Humane, Inc.",ASSIGNED_TO
11868519,Architecture Technology Corporation,ASSIGNED_TO
11868523,Google LLC,ASSIGNED_TO
11868536,NEXTEAM,ASSIGNED_TO
11868582,LG ELECTRONICS INC.,ASSIGNED_TO
11868601,Apple Inc.,ASSIGNED_TO
11868613,"Change Healthcare Holdings, LLC",ASSIGNED_TO
