id,label
Yuen,Inventor
Michener,Inventor
Zhang,Inventor
Bai,Inventor
Zhao,Inventor
Liu,Inventor
Xia,Inventor
Huang,Inventor
Jizhou,Inventor
Yuting,Inventor
Zhen,Inventor
Hui,Inventor
Deguo LU,Inventor
Hongxia,Inventor
Liuhui,Inventor
James William,Inventor
James John Edward Holland,Inventor
Pugh,Inventor
David Aaron Hurwitz,Inventor
Alvaro Sanchez,Inventor
Ian,Inventor
Carlos Castro,Inventor
Aurelien Ferro,Inventor
Butterworth,Inventor
Gonzalez,Inventor
Bourquard,Inventor
Ma,Inventor
Huarong Liu,Inventor
Yue,Inventor
Zhen Hua,Inventor
Jianhua,Inventor
Nakkala,Inventor
Yi,Inventor
Sundaresan,Inventor
Jianfeng Fan,Inventor
YANG,Inventor
Yanhua,Inventor
Yu,Inventor
Vijay,Inventor
Jiajun,Inventor
Vinod Kumar,Inventor
Shane Lee,Inventor
Cordourier Maruri,Inventor
Camacho Perez,Inventor
Ibarra Von Borstel,Inventor
Duzinkiewicz,Inventor
Kupryjanow,Inventor
Paulo Lopez Esquivel,Inventor
Jonathan,Inventor
Jose Rodrigo,Inventor
Alejandro,Inventor
Karol,Inventor
Hector,Inventor
Adam,Inventor
Julio Zamora,Inventor
Enning Wang,Inventor
Obai Nabeel Malik Shaikh,Inventor
Mauro,Inventor
Zampato,Inventor
Galluzzi,Inventor
Renato,Inventor
Massimo,Inventor
Stefano,Inventor
Stefano Carminati,Inventor
Birley,Inventor
Bennett,Inventor
Maske,Inventor
Miller,Inventor
Robert Filev,Inventor
Upadhyay,Inventor
Justin,Inventor
Jim,Inventor
Devesh,Inventor
Dimitar Petrov,Inventor
Harshal,Inventor
Sauer,Inventor
Mueller,Inventor
Horn,Inventor
Klaus-Robert Bogojeski,Inventor
Yakut,Inventor
Simeon,Inventor
Nataliya,Inventor
Mihail,Inventor
Franziska,Inventor
Ren,Inventor
Andrei,Inventor
Raquel,Inventor
Mengye,Inventor
Bin Pokrovsky,Inventor
Urtasun,Inventor
Boehlke,Inventor
Kakkar,Inventor
Shantnu Santamaria,Inventor
Tahiliani,Inventor
Eric Paul,Inventor
Kapil,Inventor
Juan Carlos,Inventor
Qi Chen,Inventor
Henry,Inventor
Cameron,Inventor
Suvro,Inventor
Kellie,Inventor
Rajarshi Real,Inventor
Stinson,Inventor
Choudhury,Inventor
Meshell,Inventor
Kar,Inventor
Lozano,Inventor
Abe,Inventor
Georgios,Inventor
Naoki,Inventor
Aurelie C. Kollias,Inventor
Dhivakaran,Inventor
Srinivas Hegde,Inventor
Varghese,Inventor
Gudi,Inventor
PRASAD TANNIRU,Inventor
Kabbinale,Inventor
VIJAYARAGHAVAN,Inventor
KULKARNI,Inventor
MV,Inventor
Bhavana V,Inventor
Vijeth,Inventor
Sherin,Inventor
Rajendra,Inventor
Ravindra,Inventor
Koushik M.,Inventor
Shruthi,Inventor
Santhosh,Inventor
Sneha S.,Inventor
Aditi Shekar,Inventor
Jain,Inventor
Gennetten,Inventor
Irish,Inventor
George N.,Inventor
Donald,Inventor
Amy,Inventor
Gaurav Shen,Inventor
Mercian,Inventor
Chinlin,Inventor
Anu Chen,Inventor
Chaves de Aguiar,Inventor
O'Toole,Inventor
Christopher Diebold ZILOUCHIAN MOGHADDAM,Inventor
ROSHANAK,Inventor
Mulpuri,Inventor
Reddy,Inventor
Mandal,Inventor
Merin,Inventor
Shetty,Inventor
Raja Shekhar Ghosh,Inventor
Howard,Inventor
Atri,Inventor
Shainy,Inventor
Sudhir Vittal,Inventor
Adityam,Inventor
Palavali Shravan Kumar,Inventor
Dustin,Inventor
Sampanna Shahaji,Inventor
Eric L.,Inventor
Uri Garvey,Inventor
Salunke,Inventor
Sutton,Inventor
Shaft,Inventor
Sharon,Inventor
Zamir,Inventor
Ran Avraham,Inventor
Alrod,Inventor
Idan,Inventor
David,Inventor
Eran,Inventor
Prashant,Inventor
Michael G.,Inventor
Slawomir,Inventor
Dallas Lamont Bondada,Inventor
Rascher,Inventor
Sobon,Inventor
Willett,Inventor
Hua,Inventor
Kuolin Gao,Inventor
Kunxiu,Inventor
Robert William,Inventor
Michael A.,Inventor
Lawrence J. Koehler,Inventor
Klingbeil,Inventor
Birk,Inventor
Sunil Kaitha,Inventor
Ke,Inventor
Fei Han,Inventor
Peng,Inventor
Frederickson,Inventor
Bowron,Inventor
Galin,Inventor
Yun,Inventor
Sunghee,Inventor
Benjamin John,Inventor
Suhail,Inventor
Pierre Mirza,Inventor
Yepez,Inventor
Douglas,Inventor
Auricchio,Inventor
Kim-Biggs,Inventor
Fuller,Inventor
Goryachok,Inventor
Andrus,Inventor
Chimene,Inventor
Steffen,Inventor
Blaine,Inventor
Roberto G.,Inventor
Simon,Inventor
Russell A.,Inventor
Joseph R.,Inventor
John K.,Inventor
Landon J.,Inventor
Yevgen,Inventor
Jeremy C.,Inventor
Daniel A.,Inventor
James M.,Inventor
Arnold S. Magee,Inventor
Joseph,Inventor
Jacob Laughton,Inventor
Arthur Brian,Inventor
Tessil,Inventor
Venkat Konda,Inventor
Vaibhav,Inventor
Abdullah,Inventor
Anshul,Inventor
Nitin Gosain,Inventor
Karthik,Inventor
Reza,Inventor
Gupta,Inventor
Rathor,Inventor
Kuchibhotla,Inventor
Rawat,Inventor
Launier,Inventor
Maneesh Khanuja,Inventor
Menon,Inventor
Jeremy,Inventor
Balasubrahmanyam,Inventor
Sujit,Inventor
Kamaldeep,Inventor
Pullen,Inventor
Jibaja,Inventor
Chellappa,Inventor
Stefan Jaikumar,Inventor
Dorsett,Inventor
Ivan,Inventor
Srinivas,Inventor
Curtis,Inventor
Hossein,Inventor
Samuel,Inventor
Bryan Kakavand,Inventor
Wood,Inventor
Matsuo,Inventor
Kenneth William,Inventor
Qing,Inventor
Peter Cluff,Inventor
Li,Inventor
Councill,Inventor
Tannehill,Inventor
Vakalapudi,Inventor
Jagmohan,Inventor
Suneetha,Inventor
Soren Singh,Inventor
Adhish,Inventor
Kushal Ramkumar,Inventor
Nigam,Inventor
Debajyoti Roy,Inventor
Volker,Inventor
Ralf-Juergen Driesen,Inventor
Hauck,Inventor
Futian Dong,Inventor
Gonzalez Aguirre,Inventor
Felip Leon,Inventor
Ignacio,Inventor
Javier,Inventor
David Alvarez,Inventor
Borchmann,Inventor
Dwojak,Inventor
Garncarek,Inventor
Jurkiewicz,Inventor
Szyndler,Inventor
Turski,Inventor
Palka,Inventor
Tomasz Pietruszka,Inventor
Lukasz Slawomir,Inventor
Dawid Andrzej,Inventor
Karolina,Inventor
Michal,Inventor
Lukasz Konrad,Inventor
Gabriela Klaudia,Inventor
Michal Waldemar,Inventor
Jones,Inventor
Sotolongo,Inventor
Daniel Cseri,Inventor
Mills,Inventor
Daniel E.,Inventor
Istvan,Inventor
Tyler,Inventor
Brian N. Harvey,Inventor
Bradford Scott,Inventor
Subhasish Wysocki,Inventor
Sullivan,Inventor
Roy,Inventor
Shashank Mohan Jain,Inventor
Ilker Kavas,Inventor
Aurelian Dumitru,Inventor
Kadiyala,Inventor
Ramaiah,Inventor
Amdekar,Inventor
Mahindrakar,Inventor
Jahnavi,Inventor
Suresh,Inventor
Vijaya,Inventor
Krishna Raj,Inventor
Subramaniam Ramanadham,Inventor
Vasyl,Inventor
Senthil Kumar Pihur,Inventor
Sundaram,Inventor
Ahmad Hassan,Inventor
Shah,Inventor
Romil J. Ross,Inventor
Lucas,Inventor
Walter,Inventor
Pablo,Inventor
Alan,Inventor
Javed DeFoor,Inventor
Arredondo,Inventor
deLevie,Inventor
Qadrud-Din,Inventor
Gutta,Inventor
Jaya Prakash Narayana,Inventor
Sharad,Inventor
Lalit Malhautra,Inventor
Manisha,Inventor
Kolachalam,Inventor
Jena,Inventor
Kumar Jain,Inventor
Narayanan,Inventor
Dutt,Inventor
Swamy,Inventor
Ranjan Kumar,Inventor
Suket,Inventor
Siddesha,Inventor
Kanakalata,Inventor
Rajnikant,Inventor
Manish Sharma Dubey,Inventor
Jennifer Leigh Lewis,Inventor
Feris,Inventor
Rogerio S.,Inventor
Xiaoxiao Wu,Inventor
Guo,Inventor
Ghafourifar,Inventor
Brienne Ghafourifar,Inventor
Alston,Inventor
Yehezkel Shraga,Inventor
Yair,Inventor
Alexander,Inventor
Oren Sar Resheff,Inventor
Horesh,Inventor
Zhicharevich,Inventor
Shalom,Inventor
Mark William Kadayam,Inventor
Reed,Inventor
Sundaresan R.,Inventor
Bharatwaaj,Inventor
Subham Shankar,Inventor
Biswas,Inventor
Fang-Chung Huang,Inventor
Chen,Inventor
Dekel,Inventor
Siani Cohen,Inventor
Stanger,Inventor
Nachshon,Inventor
Gat,Inventor
Shai Perez,Inventor
Noa,Inventor
Meir,Inventor
Hana,Inventor
Oded,Inventor
Hila,Inventor
Hilkene,Inventor
Sanchez,Inventor
ZHU,Inventor
SRIVASTAVA,Inventor
Marath Sankarathodi,Inventor
Zuoming,Inventor
Surendra Singh,Inventor
Patricia M.,Inventor
Bindusagar,Inventor
Ala,Inventor
Errol Antonio C.,Inventor
Martin A. Moradian,Inventor
Ananthanarayanan,Inventor
Bhardwaj,Inventor
Bahl,Inventor
Hsieh,Inventor
SHU,Inventor
Paramvir,Inventor
Tsu-wang,Inventor
Yuanchao,Inventor
Ganesh,Inventor
Nikolaos,Inventor
Romil KARIANAKIS,Inventor
Lai,Inventor
Pan,Inventor
Chai,Inventor
Junbin,Inventor
Xuanliang,Inventor
Haixia,Inventor
Yabing,Inventor
Lichun,Inventor
Yu-Hsien,Inventor
Wei LIAO,Inventor
Xiong,Inventor
Xiao,Inventor
He,Inventor
XING,Inventor
Wipf,Inventor
Soatto,Inventor
Zheng Wang,Inventor
Yifan,Inventor
David Paul,Inventor
Tianjun,Inventor
Yuanjun,Inventor
Tong,Inventor
Yongxin,Inventor
Wilson,Inventor
Cardona,Inventor
White,Inventor
Nolan,Inventor
Phillip Michael,Inventor
Kip Wilkowski,Inventor
Templeton-Steadman,Inventor
Ziegler,Inventor
MacDonald,Inventor
Nassar,Inventor
Joan Nelson,Inventor
Neil Charles,Inventor
William James,Inventor
Richard,Inventor
Darin,Inventor
James Douglas,Inventor
Shikhar,Inventor
Vikesh Connor,Inventor
Shrestha,Inventor
Khanna,Inventor
Nguyen,Inventor
Tin Chi Imani Hossein Abad,Inventor
Navid,Inventor
Kohout,Inventor
Mulrooney,Inventor
LeVine,Inventor
Sharma,Inventor
Tarrant,Inventor
Plotnikov,Inventor
Obando,Inventor
Karel Kavanadala Sridhar,Inventor
Lacroix,Inventor
Richard B.,Inventor
Mário Lauande,Inventor
Navdeep,Inventor
Jee Hyub,Inventor
Finbarr,Inventor
Anton,Inventor
Johnny,Inventor
Gopal,Inventor
Eanna,Inventor
Jay C. Roytman,Inventor
Jacobs,Inventor
Adkins,Inventor
Chris,Inventor
Stephan Inkenbrandt,Inventor
Karnik,Inventor
Al-Onaizan,Inventor
Goyal,Inventor
Manjunatha,Inventor
Bodapati,Inventor
Pushkin,Inventor
Dixit,Inventor
Sameer Mallya Kasaragod,Inventor
Parmesh,Inventor
Abhinav,Inventor
Sravan Babu,Inventor
Yahor,Inventor
Syed Kashif Hussain,Inventor
Kalpit,Inventor
Alok Kumar,Inventor
Sunil,Inventor
Yaser,Inventor
Goodsitt,Inventor
Kwak,Inventor
Walters,Inventor
Key,Inventor
Rafferty,Inventor
Truong,Inventor
Pham,Inventor
Austin,Inventor
Ernest,Inventor
Kate,Inventor
Galen,Inventor
Anh,Inventor
Vincent,Inventor
Alvin,Inventor
Jeremy Hua,Inventor
Richard Jay Langley,Inventor
Jung,Inventor
Son,Inventor
Sangyoon,Inventor
Yeonsu,Inventor
Geehyuk,Inventor
Sunmin Lee,Inventor
Jingun,Inventor
Neil L.,Inventor
Seth David Hoopingarner,Inventor
Filip,Inventor
"Sorrentino, III",Inventor
Yerkes,Inventor
HOLDER,Inventor
William A. Faulkner,Inventor
Lemay,Inventor
Stephen O.,Inventor
Wesley M.,Inventor
Israel,Inventor
Jeffrey M.,Inventor
Giancarlo,Inventor
Pastrana Vicente,Inventor
Jeffrey,Inventor
Paul Erich Huang,Inventor
Keel,Inventor
Boris Glimcher,Inventor
Papandreou,Inventor
Fry,Inventor
Nikolas,Inventor
Brown,Inventor
Ioannou,Inventor
Pozidis,Inventor
Pletka,Inventor
Roman A.,Inventor
Charalampos,Inventor
Aaron D.,Inventor
Radu Ioan,Inventor
Jenny L. Stoica,Inventor
Parker,Inventor
Gorobets,Inventor
Martin,Inventor
Shohet,Inventor
Sergey Anatolievich,Inventor
Michelle,Inventor
Yuval,Inventor
Alan David,Inventor
Liam Michael Bennett,Inventor
Curtis-Maury,Inventor
Devadas,Inventor
Kesavan,Inventor
Vinay,Inventor
Matthew Fontaine,Inventor
Ananthan,Inventor
Ram Subramanian,Inventor
Mathews,Inventor
Sen,Inventor
Patel,Inventor
Alexander S. Nanda,Inventor
Chawla,Inventor
Rohit K.,Inventor
Dixitkumar Vishnubhai,Inventor
Bijayalaxmi,Inventor
Soumyadeep,Inventor
Wenjiang,Inventor
Yan,Inventor
Weijun Li,Inventor
Edvenson,Inventor
Vrooman,Inventor
Tyler King,Inventor
Nepal,Inventor
Greg,Inventor
Matthew,Inventor
Kumud,Inventor
Judah Gamliel,Inventor
Shay Hahn,Inventor
Benisty,Inventor
Shay Benisty,Inventor
Leonard,Inventor
Roy Man,Inventor
Ye,Inventor
Peijing,Inventor
Xiaolei,Inventor
Bryan,Inventor
Hunt,Inventor
Nisarg,Inventor
Rebecca,Inventor
Rishabh,Inventor
Thomas Vyas,Inventor
Radkoff,Inventor
Andre,Inventor
Singh,Inventor
Mapes,Inventor
Sonar,Inventor
Coburn,Inventor
Vargo,Inventor
Alalami,Inventor
Anoopkumar Sandip,Inventor
Bradley J.,Inventor
Keegan,Inventor
Riyadir,Inventor
Scott E. Elliott,Inventor
William,Inventor
Jeong,Inventor
Ko,Inventor
Huh,Inventor
OH,Inventor
Park,Inventor
Choi,Inventor
Youn-Sik Lee,Inventor
Chang Wook,Inventor
Joon-wan,Inventor
Tae Ho,Inventor
Seung-ju,Inventor
Kwang-Il,Inventor
Jeong-Hoon,Inventor
In,Inventor
Young Min,Inventor
Hyun-Sun,Inventor
Hyo-jin,Inventor
Jun Haeng,Inventor
Shi,Inventor
Baoxu Yang,Inventor
Shan,Inventor
Jaewon,Inventor
David D.,Inventor
Theresa N.,Inventor
Abdullah Farid Pokrajac,Inventor
Ward,Inventor
Adlouni,Inventor
ASAO,Inventor
IIDA,Inventor
KRUENGKRAI,Inventor
Torisawa,Inventor
Kidawara,Inventor
Yoshihiko,Inventor
Ryu,Inventor
Canasai,Inventor
Kentaro,Inventor
Yutaka,Inventor
Kanako,Inventor
Noriyuki Onishi,Inventor
Meike,Inventor
Kumar,Inventor
Malynin,Inventor
De Peuter,Inventor
COULOMBE,Inventor
Conrad,Inventor
Pavlo,Inventor
Cynthia Joann,Inventor
Gregory Kenneth,Inventor
Sricharan Kallur Palli Osmon,Inventor
Roger C.,Inventor
Ning,Inventor
Zhou,Inventor
Shizhu Li,Inventor
Fan,Inventor
Xiaochuan,Inventor
Min,Inventor
Guanghan,Inventor
Fang,Inventor
Janani,Inventor
Nadiya,Inventor
Su Lu,Inventor
Janakiraman,Inventor
Kochura,Inventor
Ramanarayanan,Inventor
Ghosh,Inventor
Debanjan Mulholland,Inventor
Vikram,Inventor
Eunchung NOH,Inventor
Murli,Inventor
Walker,Inventor
Gajek,Inventor
DeFoor,Inventor
Divyanshu Qadrud-Din,Inventor
Gao,Inventor
Shang,Inventor
Marcin,Inventor
Javed,Inventor
Ryan,Inventor
Murray M.,Inventor
Karl Stokely,Inventor
Millar,Inventor
Shen,Inventor
Tabachnyk,Inventor
Pyatykh,Inventor
Grabljevec,Inventor
Nikolov,Inventor
Korovina,Inventor
Ksenia,Inventor
Stanislav,Inventor
Erik,Inventor
Stoyan Stefanov,Inventor
Yurun,Inventor
Maxim Gryaznov,Inventor
Evgeny,Inventor
Itay,Inventor
Yair Margolin,Inventor
Kevin D.,Inventor
Christopher,Inventor
Scott A. Howard,Inventor
Smith,Inventor
Vitez,Inventor
Chang,Inventor
Eugenio Zaidy,Inventor
Culurciello,Inventor
Andre Xian Ming,Inventor
Aliasger Tayeb,Inventor
Marko,Inventor
Sura,Inventor
Myers,Inventor
Jehan Jayant Lang,Inventor
Sethna,Inventor
Jignesh,Inventor
Clayton,Inventor
Timothy,Inventor
Jay,Inventor
Meghwanshi,Inventor
Xu,Inventor
Herrera Ortiz,Inventor
Chhabra,Inventor
Malladihalli Shashidhara,Inventor
Stephenson,Inventor
Huaming Baral,Inventor
Punj,Inventor
Abhishek,Inventor
Hanyi,Inventor
Juan-Arturo,Inventor
Avnish Kumar,Inventor
Bhuvan,Inventor
Sisi,Inventor
Prateek,Inventor
Yilan,Inventor
Pallavi,Inventor
Mayank,Inventor
Pouyez,Inventor
Morrissey,Inventor
Chinnakannan,Inventor
Palani,Inventor
Christopher Michael,Inventor
Lomash,Inventor
Venkata Harish,Inventor
Nicolas Kommaraju,Inventor
Ramu,Inventor
Jiangtao Panayappan,Inventor
Wu,Inventor
Raj,Inventor
Wittenauer,Inventor
Gummalla,Inventor
Qinglai,Inventor
Joel Patrick,Inventor
Bryan J.,Inventor
Winthrop John,Inventor
Samatha,Inventor
Ashish Xiao,Inventor
Zhihao,Inventor
Sheng,Inventor
Jingjing,Inventor
Jia Dong,Inventor
Koryakin,Inventor
Ozerkov,Inventor
Beloussov,Inventor
Konstantin Dobrovolskiy,Inventor
Grechishkin,Inventor
Serguei M.,Inventor
Alexey B.,Inventor
Alexander V.,Inventor
Nikolay,Inventor
Soon-Shiong,Inventor
BASSETT,Inventor
Aaron Randolph,Inventor
Patrick Wiacek,Inventor
Ziang,Inventor
Michael T.,Inventor
Christopher Zhang,Inventor
Davis,Inventor
Thumbavanam Padmanabhan,Inventor
Ostrovsky,Inventor
Gold,Inventor
Igor,Inventor
Brian,Inventor
Emily,Inventor
Ramnath Sai Sagar Potyraj,Inventor
Ming-Kai Hsu,Inventor
Boothby,Inventor
King,Inventor
Yarkoni,Inventor
Andriyash,Inventor
Andrew D. Amin,Inventor
Lanting,Inventor
Evgeny A.,Inventor
Trevor Michael,Inventor
Kelly T. R.,Inventor
Mohammad H.,Inventor
Sheir,Inventor
Nicholas John Teague,Inventor
Noah,Inventor
Bryce Horton,Inventor
Chriestenson,Inventor
Denchev,Inventor
Neven,Inventor
Hartmut,Inventor
Vasil S. Ding,Inventor
Serag,Inventor
Ofer,Inventor
Karamvir Gadelrab,Inventor
Rosenberg,Inventor
CHATHA,Inventor
Kenneth Neumann,Inventor
Bramble,Inventor
Samulowitz,Inventor
Filla,Inventor
Kirchner,Inventor
Chaudhary,Inventor
Gregory,Inventor
Peter D.,Inventor
Arunima,Inventor
Dakuo,Inventor
Horst Cornelius Wang,Inventor
Dickneite,Inventor
Fiala,Inventor
Chandrappa,Inventor
Mark A. Gajendran,Inventor
Zaheer,Inventor
Rashid,Inventor
Mahesh,Inventor
Suresh B.,Inventor
Charles T.,Inventor
Thothathri,Inventor
Koch,Inventor
Lin,Inventor
Sainion,Inventor
Paul,Inventor
Douglas A.,Inventor
Howie,Inventor
Changsha,Inventor
Dianhuan,Inventor
Parnit,Inventor
Narinder,Inventor
Shashank,Inventor
Rex,Inventor
Visvanathan Shang,Inventor
Sharifi,Inventor
Jakob Nicolaus,Inventor
Matthew Foerster,Inventor
Hu,Inventor
Yoon,Inventor
Swanson,Inventor
Nathan Hawkins-Daarud,Inventor
Gaw,Inventor
Jing,Inventor
Kristin R.,Inventor
Teresa,Inventor
Leland S.,Inventor
Andrea,Inventor
Hyunsoo,Inventor
Chaudhari,Inventor
Vinayagamurthy,Inventor
Chemmengath,Inventor
Nishad,Inventor
Dhinakaran,Inventor
Harsh Dayama,Inventor
Saneem Ahmed,Inventor
Sandeep,Inventor
Pankaj S.,Inventor
Joni Bridget Jezewski,Inventor
LIAO,Inventor
Junbin Feng,Inventor
"Walker, Jr.",Inventor
Abdo,Inventor
Edward Stephen Guo,Inventor
Mao,Inventor
Congcong,Inventor
Junhua,Inventor
Zijian,Inventor
Nichola,Inventor
Steve,Inventor
Francois Lupien,Inventor
Gervais,Inventor
In Gi,Inventor
Lim,Inventor
BAE,Inventor
Young Hwan,Inventor
Seong Mo,Inventor
Sung Eun,Inventor
Jae Jin,Inventor
Kwang IL Lee,Inventor
Cammarota,Inventor
Jinxia Goldfarb,Inventor
Rosario,Inventor
VO,Inventor
Lok Won,Inventor
QUANG HIEU KIM,Inventor
Wenqian,Inventor
Xiangshui Li,Inventor
Miao,Inventor
Vineet,Inventor
Khare,Inventor
Genc,Inventor
Venkatesan,Inventor
Gurumurthy Dirac,Inventor
Saurabh,Inventor
Balaji,Inventor
Sahika,Inventor
Ragav,Inventor
Leo Parker,Inventor
Bharathan,Inventor
Swaminathan,Inventor
Kai-How Kyriazopoulou Panagiotopoulou,Inventor
Sofia,Inventor
Farh,Inventor
Dmitry,Inventor
Jonathan D.,Inventor
Zahra Vengertsev,Inventor
Harms,Inventor
Hosseinimakarem,Inventor
Perez-Ramirez,Inventor
Tepper,Inventor
Turek,Inventor
Mariano,Inventor
Javier Alvarez,Inventor
Tickoo,Inventor
Hwangbo,Inventor
Krishna Kumar Lee,Inventor
Omesh,Inventor
Teahyung,Inventor
Myung,Inventor
McCarthy,Inventor
Tim,Inventor
Colm Sowell,Inventor
Phung,Inventor
Aarabi,Inventor
Kezele,Inventor
Edmund Elmoznino,Inventor
Levinshtein,Inventor
Cheng-Kai,Inventor
Ruowei,Inventor
Parham,Inventor
Irina,Inventor
Alex,Inventor
Wenzhangzhi,Inventor
Dong,Inventor
Jia,Inventor
Lei Cong,Inventor
Guibin,Inventor
Shijun,Inventor
Hao,Inventor
Xue,Inventor
Wulong,Inventor
Huimin,Inventor
Xijun,Inventor
Fenglong Liu,Inventor
Song,Inventor
Harvey,Inventor
Jeremy David,Inventor
Troy Aaron Fillingim,Inventor
Ganapathi,Inventor
Byung-Hak,Inventor
Hariraam Varun,Inventor
Andrew Kim,Inventor
Atwal,Inventor
CHOI,Inventor
Eunkyung Lee,Inventor
Kiyoung,Inventor
Kyungmi,Inventor
Donghyun,Inventor
Guang,Inventor
Hujun,Inventor
Hongsheng Chen,Inventor
Bao,Inventor
DAGUE,Inventor
Morosan,Inventor
Hamilton,Inventor
Tudor,Inventor
Xuyang,Inventor
Hyunsoo O'Rourke,Inventor
Thomas H.,Inventor
Matthias J. Arnold,Inventor
Scheutz,Inventor
Terui,Inventor
Sekiguchi,Inventor
Fumihiko,Inventor
Pinaki Chandra,Inventor
Kazuki Dey,Inventor
Artiom,Inventor
Bryan Richard,Inventor
Michael C.,Inventor
Vidya Zayats,Inventor
Davidson,Inventor
Riedel,Inventor
Venkatachalam,Inventor
Hahn,Inventor
Poon,Inventor
Cherian,Inventor
Kacholia,Inventor
Kevin Raji,Inventor
Yuet Ping,Inventor
Varun,Inventor
Partha Sarathi,Inventor
Anthony M. Pati,Inventor
Scott C.,Inventor
Vincent Harris,Inventor
Toesca,Inventor
Gooley,Inventor
"Bixia Drennan, III",Inventor
Arthur Paul,Inventor
Brian J.,Inventor
Philip,Inventor
Blake,Inventor
Torsten,Inventor
Umalatha Syme,Inventor
Darche,Inventor
Zeppenfeld,Inventor
Batchu,Inventor
"Michael Patrick Bueche, Jr.",Inventor
Kobulnicky,Inventor
Ben Floyd,Inventor
Matthew L.,Inventor
Nikunj,Inventor
Luca Yadav,Inventor
Marturana,Inventor
David B.,Inventor
Robert William Johnson,Inventor
Graham,Inventor
Asefi,Inventor
Hecht,Inventor
Ho,Inventor
Azita Michirefe,Inventor
Puffer,Inventor
Peter,Inventor
Jorge,Inventor
Al,Inventor
Perumal,Inventor
Rao,Inventor
Jha,Inventor
Rajkumar Nagireddi,Inventor
Pothabattula,Inventor
Lenin Kumar Babu,Inventor
Srujan,Inventor
Babji,Inventor
Anita P.,Inventor
Kause,Inventor
Vijay Manikandan,Inventor
Kevin Michael,Inventor
Nirmala,Inventor
Kymm K. Janakiraman,Inventor
Furbish,Inventor
Ranganathan,Inventor
Sloo,Inventor
Rogers,Inventor
Kortz,Inventor
McGaraghan,Inventor
Fadell,Inventor
Yoky,Inventor
Scott A.,Inventor
Matthew Lee,Inventor
Anthony M.,Inventor
Samuel W. Matsuoka,Inventor
Qin,Inventor
SHANG,Inventor
Meng,Inventor
Zhiwei,Inventor
Wenjie,Inventor
Yiping,Inventor
Qingyang,Inventor
Jieping Li,Inventor
